,Monkey,Date,Ref Amp,Ref PW,Ref Freq,Ref Dur,Active Channels,Return Channels,Comp Amp,Comp PW,Misses,Hits,FAs,CRs
0,U,20160926,0,0,0,0,8,128,1,1,0,0,1,2
1,U,20160926,0,0,0,0,8,128,75,200,0,1,0,0
2,U,20160926,0,0,0,0,8,128,350,200,1,1,0,1
3,U,20160926,0,0,0,0,8,128,492,200,0,1,0,0
4,U,20160926,0,0,0,0,8,128,1000,200,3,6,0,7
5,U,20160926,0,0,0,0,8,128,1071,200,6,1,0,5
6,U,20160926,0,0,0,0,8,128,1142,200,3,3,0,5
7,U,20160926,0,0,0,0,8,128,1214,200,4,3,1,6
8,U,20160926,0,0,0,0,8,128,1250,200,0,2,0,2
9,U,20160926,0,0,0,0,8,128,1285,200,2,5,0,9
10,U,20160926,0,0,0,0,8,128,1321,200,0,4,0,5
11,U,20160926,0,0,0,0,8,128,1357,200,2,6,0,9
12,U,20160926,0,0,0,0,8,128,1392,200,0,4,1,1
13,U,20160926,0,0,0,0,8,128,1428,200,0,7,1,4
14,U,20160926,0,0,0,0,8,128,1464,200,2,2,0,2
15,U,20160926,0,0,0,0,8,128,1500,200,5,24,1,35
16,U,20160926,0,0,0,0,8,128,1535,200,0,4,2,3
17,U,20160926,0,0,0,0,8,128,1571,200,2,8,1,15
18,U,20160926,0,0,0,0,8,128,1607,200,0,3,0,4
19,U,20160926,0,0,0,0,8,128,1642,200,3,7,0,7
20,U,20160926,0,0,0,0,8,128,1678,200,1,2,0,2
21,U,20160926,0,0,0,0,8,128,1714,200,1,9,0,16
22,U,20160926,0,0,0,0,8,128,1750,200,7,7,0,13
23,U,20160926,0,0,0,0,8,128,1785,200,1,9,0,10
24,U,20160926,0,0,0,0,8,128,1857,200,0,10,0,7
25,U,20160926,0,0,0,0,8,128,1928,200,2,10,0,3
26,U,20160926,0,0,0,0,8,128,2000,200,0,13,0,16
27,U,20160927,0,0,0,0,9,144,1,1,0,1,0,1
28,U,20160927,0,0,0,0,9,144,1000,200,12,13,9,21
29,U,20160927,0,0,0,0,9,144,1100,200,12,15,4,33
30,U,20160927,0,0,0,0,9,144,1200,200,10,18,1,18
31,U,20160927,0,0,0,0,9,144,1300,200,10,17,5,31
32,U,20160927,0,0,0,0,9,144,1400,200,6,22,2,16
33,U,20160927,0,0,0,0,9,144,1500,200,6,21,3,19
34,U,20160927,0,0,0,0,9,144,1600,200,8,20,5,21
35,U,20160927,0,0,0,0,9,144,1700,200,4,23,8,31
36,U,20160928,0,0,0,0,8,128,100,200,1,1,2,3
37,U,20160928,0,0,0,0,8,128,442,200,0,2,2,0
38,U,20160928,0,0,0,0,8,128,500,200,25,2,7,33
39,U,20160928,0,0,0,0,8,128,528,200,0,1,0,1
40,U,20160928,0,0,0,0,8,128,700,200,20,7,2,22
41,U,20160928,0,0,0,0,8,128,900,200,15,14,6,25
42,U,20160928,0,0,0,0,8,128,1000,200,1,3,0,4
43,U,20160928,0,0,0,0,8,128,1071,200,1,0,0,1
44,U,20160928,0,0,0,0,8,128,1100,200,8,18,4,25
45,U,20160928,0,0,0,0,8,128,1128,200,0,2,0,0
46,U,20160928,0,0,0,0,8,128,1300,200,5,22,2,24
47,U,20160928,0,0,0,0,8,128,1471,200,0,1,1,0
48,U,20160928,0,0,0,0,8,128,1500,200,3,25,0,18
49,U,20160928,0,0,0,0,8,128,1700,200,1,27,4,24
50,U,20160928,0,0,0,0,8,128,1814,200,0,2,0,2
51,U,20160928,0,0,0,0,8,128,1900,200,3,24,4,18
52,U,20160928,0,0,0,0,8,128,2157,200,0,2,1,1
53,U,20160928,0,0,0,0,8,128,2500,200,0,2,2,0
54,U,20160929,0,0,0,0,15,128,1,1,0,0,0,1
55,U,20160929,0,0,0,0,15,128,300,200,26,4,5,23
56,U,20160929,0,0,0,0,15,128,500,200,29,11,13,34
57,U,20160929,0,0,0,0,15,128,700,200,31,11,9,38
58,U,20160929,0,0,0,0,15,128,900,200,16,25,10,34
59,U,20160929,0,0,0,0,15,128,1000,200,1,0,0,2
60,U,20160929,0,0,0,0,15,128,1100,200,14,27,11,30
61,U,20160929,0,0,0,0,15,128,1300,200,4,36,11,32
62,U,20160929,0,0,0,0,15,128,1500,200,4,35,17,22
63,U,20160929,0,0,0,0,15,128,1700,200,1,38,3,24
64,U,20160929,0,0,0,0,15,128,1900,200,0,12,4,6
65,U,20161003,0,0,0,0,15,64,300,200,19,0,1,17
66,U,20161003,0,0,0,0,15,64,500,200,34,3,2,50
67,U,20161003,0,0,0,0,15,64,700,200,30,8,0,46
68,U,20161003,0,0,0,0,15,64,900,200,12,27,1,30
69,U,20161003,0,0,0,0,15,64,1100,200,3,34,0,34
70,U,20161003,0,0,0,0,15,64,1300,200,1,36,3,38
71,U,20161003,0,0,0,0,15,64,1500,200,0,38,1,29
72,U,20161003,0,0,0,0,15,64,1700,200,0,38,2,37
73,U,20161003,0,0,0,0,15,64,1900,200,0,16,1,14
74,U,20161005,0,0,0,0,240,4,60,200,1,0,0,0
75,U,20161005,0,0,0,0,240,4,300,200,28,6,3,48
76,U,20161005,0,0,0,0,240,4,500,200,26,8,3,38
77,U,20161005,0,0,0,0,240,4,700,200,14,20,3,28
78,U,20161005,0,0,0,0,240,4,900,200,0,34,2,24
79,U,20161005,0,0,0,0,240,4,1100,200,2,32,3,27
80,U,20161005,0,0,0,0,240,4,1300,200,0,33,4,28
81,U,20161005,0,0,0,0,240,4,1500,200,0,34,1,33
82,U,20161005,0,0,0,0,240,4,1700,200,0,32,5,19
83,U,20161006,0,0,0,0,0,2,900,200,0,0,1,0
84,U,20161006,0,0,0,0,15,128,300,200,1,0,0,0
85,U,20161006,0,0,0,0,15,128,500,200,1,1,0,1
86,U,20161006,0,0,0,0,15,128,700,200,1,1,1,2
87,U,20161006,0,0,0,0,15,128,900,200,0,2,0,0
88,U,20161006,0,0,0,0,15,128,1500,200,0,1,0,1
89,U,20161006,0,0,0,0,15,128,1700,200,0,1,1,2
90,U,20161006,0,0,0,0,240,2,300,200,36,1,5,25
91,U,20161006,0,0,0,0,240,2,500,200,35,2,2,28
92,U,20161006,0,0,0,0,240,2,700,200,20,16,0,28
93,U,20161006,0,0,0,0,240,2,900,200,4,33,0,47
94,U,20161006,0,0,0,0,240,2,1100,200,1,37,3,40
95,U,20161006,0,0,0,0,240,2,1300,200,0,38,2,38
96,U,20161006,0,0,0,0,240,2,1500,200,0,37,3,36
97,U,20161006,0,0,0,0,240,2,1700,200,0,36,2,38
98,U,20161007,0,0,0,0,15,16,300,200,24,0,0,29
99,U,20161007,0,0,0,0,15,16,500,200,23,1,0,30
100,U,20161007,0,0,0,0,15,16,700,200,16,11,0,22
101,U,20161007,0,0,0,0,15,16,900,200,5,19,1,25
102,U,20161007,0,0,0,0,15,16,1100,200,0,24,1,25
103,U,20161007,0,0,0,0,15,16,1300,200,0,27,1,23
104,U,20161007,0,0,0,0,15,16,1500,200,0,26,1,21
105,U,20161007,0,0,0,0,15,16,1700,200,0,26,1,24
106,U,20161007,0,0,0,0,15,128,60,200,0,0,0,1
107,U,20161007,0,0,0,0,15,128,300,200,12,1,0,14
108,U,20161007,0,0,0,0,15,128,500,200,12,0,1,8
109,U,20161007,0,0,0,0,15,128,700,200,11,2,2,13
110,U,20161007,0,0,0,0,15,128,900,200,1,12,0,16
111,U,20161007,0,0,0,0,15,128,1000,50,1,4,4,1
112,U,20161007,0,0,0,0,15,128,1000,200,0,1,1,0
113,U,20161007,0,0,0,0,15,128,1100,200,2,11,0,12
114,U,20161007,0,0,0,0,15,128,1300,200,0,11,1,8
115,U,20161007,0,0,0,0,15,128,1500,200,0,12,3,9
116,U,20161007,0,0,0,0,15,128,1700,200,0,10,1,6
117,U,20161010,0,0,0,0,15,240,60,200,1,0,0,0
118,U,20161010,0,0,0,0,15,240,300,200,44,0,1,32
119,U,20161010,0,0,0,0,15,240,500,200,39,3,3,38
120,U,20161010,0,0,0,0,15,240,700,200,20,22,1,48
121,U,20161010,0,0,0,0,15,240,900,200,3,37,6,49
122,U,20161010,0,0,0,0,15,240,1100,200,2,40,4,47
123,U,20161010,0,0,0,0,15,240,1300,200,1,43,2,36
124,U,20161010,0,0,0,0,15,240,1500,200,1,41,3,38
125,U,20161010,0,0,0,0,15,240,1700,200,0,42,5,32
126,U,20161011,0,0,0,0,12,192,300,200,44,2,0,49
127,U,20161011,0,0,0,0,12,192,500,200,44,2,2,40
128,U,20161011,0,0,0,0,12,192,700,200,18,28,4,45
129,U,20161011,0,0,0,0,12,192,900,200,2,44,1,43
130,U,20161011,0,0,0,0,12,192,1100,200,0,46,6,50
131,U,20161011,0,0,0,0,12,192,1300,200,0,44,3,35
132,U,20161011,0,0,0,0,12,192,1500,200,0,46,4,49
133,U,20161011,0,0,0,0,12,192,1700,200,0,46,4,35
134,U,20161011,0,0,0,0,15,128,1300,200,0,1,0,0
135,U,20161012,0,0,0,0,12,192,300,200,42,3,5,50
136,U,20161012,0,0,0,0,12,192,500,200,40,4,2,33
137,U,20161012,0,0,0,0,12,192,700,200,29,13,4,25
138,U,20161012,0,0,0,0,12,192,900,200,7,37,1,46
139,U,20161012,0,0,0,0,12,192,1100,200,0,45,3,56
140,U,20161012,0,0,0,0,12,192,1300,200,1,44,1,44
141,U,20161012,0,0,0,0,12,192,1500,200,0,41,2,42
142,U,20161012,0,0,0,0,12,192,1700,200,0,44,3,39
143,U,20161012,0,0,0,0,15,128,60,200,0,0,1,2
144,U,20161012,0,0,0,0,15,128,700,200,1,1,0,1
145,U,20161012,0,0,0,0,15,128,900,200,0,1,0,0
146,U,20161012,0,0,0,0,15,128,1500,200,0,2,0,1
147,U,20161012,0,0,0,0,15,192,700,200,0,0,1,0
148,U,20161013,0,0,0,0,3,48,60,200,0,1,0,0
149,U,20161013,0,0,0,0,3,48,300,200,36,2,3,37
150,U,20161013,0,0,0,0,3,48,500,200,35,3,0,30
151,U,20161013,0,0,0,0,3,48,700,200,3,36,1,43
152,U,20161013,0,0,0,0,3,48,900,200,1,38,3,37
153,U,20161013,0,0,0,0,3,48,1100,200,0,40,2,47
154,U,20161013,0,0,0,0,3,48,1300,200,0,37,4,37
155,U,20161013,0,0,0,0,3,48,1500,200,0,37,0,33
156,U,20161013,0,0,0,0,3,48,1700,200,0,39,2,31
157,U,20161014,0,0,0,0,9,144,300,200,33,1,1,22
158,U,20161014,0,0,0,0,9,144,500,200,35,0,2,41
159,U,20161014,0,0,0,0,9,144,700,200,15,19,3,44
160,U,20161014,0,0,0,0,9,144,900,200,3,32,0,39
161,U,20161014,0,0,0,0,9,144,1100,200,0,34,2,24
162,U,20161014,0,0,0,0,9,144,1300,200,0,34,1,31
163,U,20161014,0,0,0,0,9,144,1500,200,0,34,1,29
164,U,20161014,0,0,0,0,9,144,1700,200,0,34,2,31
165,U,20161014,0,0,0,0,15,128,60,200,0,0,1,2
166,U,20161014,0,0,0,0,15,128,1100,200,0,1,0,0
167,U,20161014,0,0,0,0,15,128,1500,200,0,1,0,0
168,U,20161017,0,0,0,0,6,96,60,200,0,0,0,1
169,U,20161017,0,0,0,0,6,96,300,200,28,1,0,29
170,U,20161017,0,0,0,0,6,96,500,200,28,2,0,33
171,U,20161017,0,0,0,0,6,96,700,200,4,25,1,27
172,U,20161017,0,0,0,0,6,96,900,200,1,27,2,24
173,U,20161017,0,0,0,0,6,96,1100,200,0,29,1,35
174,U,20161017,0,0,0,0,6,96,1300,200,0,29,1,31
175,U,20161017,0,0,0,0,6,96,1500,200,1,28,1,27
176,U,20161017,0,0,0,0,6,96,1700,200,0,30,0,26
177,U,20161018,0,0,0,0,9,144,300,200,37,1,1,30
178,U,20161018,0,0,0,0,9,144,500,200,32,4,3,34
179,U,20161018,0,0,0,0,9,144,700,200,3,34,3,30
180,U,20161018,0,0,0,0,9,144,900,200,0,36,4,34
181,U,20161018,0,0,0,0,9,144,1100,200,0,37,2,43
182,U,20161018,0,0,0,0,9,144,1300,200,0,37,1,41
183,U,20161018,0,0,0,0,9,144,1500,200,0,38,1,34
184,U,20161018,0,0,0,0,9,144,1700,200,0,38,3,37
185,U,20161019,0,0,0,0,14,224,60,200,0,0,1,1
186,U,20161019,0,0,0,0,14,224,300,200,33,1,1,40
187,U,20161019,0,0,0,0,14,224,500,200,27,8,2,31
188,U,20161019,0,0,0,0,14,224,700,200,2,34,1,49
189,U,20161019,0,0,0,0,14,224,900,200,1,35,2,29
190,U,20161019,0,0,0,0,14,224,1100,200,0,34,0,26
191,U,20161019,0,0,0,0,14,224,1300,200,0,34,1,28
192,U,20161019,0,0,0,0,14,224,1500,200,1,34,2,33
193,U,20161019,0,0,0,0,14,224,1700,200,0,35,1,32
194,U,20161020,0,0,0,0,15,128,300,200,33,3,1,38
195,U,20161020,0,0,0,0,15,128,500,200,32,4,0,37
196,U,20161020,0,0,0,0,15,128,700,200,1,35,1,29
197,U,20161020,0,0,0,0,15,128,900,200,1,35,2,34
198,U,20161020,0,0,0,0,15,128,1100,200,0,36,1,33
199,U,20161020,0,0,0,0,15,128,1300,200,0,36,0,33
200,U,20161020,0,0,0,0,15,128,1500,200,0,35,3,32
201,U,20161020,0,0,0,0,15,128,1700,200,0,36,5,40
202,U,20161021,0,0,0,0,15,64,300,200,42,3,3,33
203,U,20161021,0,0,0,0,15,64,500,200,24,22,0,46
204,U,20161021,0,0,0,0,15,64,700,200,0,46,1,50
205,U,20161021,0,0,0,0,15,64,900,200,0,44,1,55
206,U,20161021,0,0,0,0,15,64,1100,200,0,46,3,46
207,U,20161021,0,0,0,0,15,64,1300,200,0,46,2,31
208,U,20161021,0,0,0,0,15,64,1500,200,0,45,3,54
209,U,20161021,0,0,0,0,15,64,1700,200,0,43,5,37
210,U,20161021,0,0,0,0,15,128,1500,200,1,0,0,2
211,U,20161021,0,0,0,0,15,128,1700,200,1,0,0,0
212,U,20161025,0,0,0,0,15,128,1,1,0,0,0,1
213,U,20161025,0,0,0,0,15,128,300,200,28,0,1,21
214,U,20161025,0,0,0,0,15,128,500,200,20,7,1,30
215,U,20161025,0,0,0,0,15,128,700,200,2,27,0,23
216,U,20161025,0,0,0,0,15,128,900,200,0,27,1,25
217,U,20161025,0,0,0,0,15,128,1100,200,0,26,2,20
218,U,20161025,0,0,0,0,15,128,1300,200,0,28,0,36
219,U,20161025,0,0,0,0,15,128,1500,200,0,28,1,26
220,U,20161025,0,0,0,0,15,128,1700,200,0,28,0,39
221,U,20161026,0,0,0,0,6,96,300,200,1,0,0,0
222,U,20161026,0,0,0,0,6,96,500,200,3,7,1,9
223,U,20161026,0,0,0,0,6,96,700,200,0,2,0,2
224,U,20161026,0,0,0,0,6,96,900,200,0,2,0,1
225,U,20161026,0,0,0,0,6,96,1100,200,0,2,0,3
226,U,20161026,0,0,0,0,6,96,1300,200,0,2,0,2
227,U,20161026,0,0,0,0,6,96,1500,200,0,2,1,3
228,U,20161026,0,0,0,0,6,96,1700,200,0,1,1,0
229,U,20161026,0,0,0,0,6,192,500,200,0,1,0,0
230,U,20161026,0,0,0,0,14,128,1700,200,0,1,0,0
231,U,20161026,0,0,0,0,15,128,300,200,1,0,0,0
232,U,20161026,0,0,0,0,15,128,500,100,34,3,4,49
233,U,20161026,0,0,0,0,15,128,500,150,13,1,0,13
234,U,20161026,0,0,0,0,15,128,500,157,15,1,1,20
235,U,20161026,0,0,0,0,15,128,500,200,5,10,2,17
236,U,20161026,0,0,0,0,15,128,500,214,8,9,0,16
237,U,20161026,0,0,0,0,15,128,500,250,3,11,0,16
238,U,20161026,0,0,0,0,15,128,500,271,2,14,1,14
239,U,20161026,0,0,0,0,15,128,500,300,0,14,2,12
240,U,20161026,0,0,0,0,15,128,500,328,0,16,3,15
241,U,20161026,0,0,0,0,15,128,500,350,0,14,0,9
242,U,20161026,0,0,0,0,15,128,500,385,0,16,0,15
243,U,20161026,0,0,0,0,15,128,500,400,0,14,1,14
244,U,20161026,0,0,0,0,15,128,500,442,0,16,1,11
245,U,20161026,0,0,0,0,15,128,500,450,0,13,1,9
246,U,20161026,0,0,0,0,15,128,500,500,0,29,3,17
247,U,20161027,0,0,0,0,9,144,1,1,0,0,0,3
248,U,20161027,0,0,0,0,9,144,300,200,1,2,3,3
249,U,20161027,0,0,0,0,9,144,500,200,0,3,1,3
250,U,20161027,0,0,0,0,9,144,700,200,0,3,1,1
251,U,20161027,0,0,0,0,9,144,900,200,0,2,0,0
252,U,20161027,0,0,0,0,9,144,1100,200,0,2,1,2
253,U,20161027,0,0,0,0,9,144,1300,200,0,4,0,1
254,U,20161027,0,0,0,0,9,144,1500,200,0,4,0,3
255,U,20161027,0,0,0,0,9,144,1700,200,0,2,0,0
256,U,20161027,0,0,0,0,15,64,500,100,7,1,0,7
257,U,20161027,0,0,0,0,15,64,500,214,0,2,0,2
258,U,20161027,0,0,0,0,15,64,500,328,0,1,0,0
259,U,20161027,0,0,0,0,15,64,500,385,0,1,0,1
260,U,20161027,0,0,0,0,15,64,550,100,28,0,1,29
261,U,20161027,0,0,0,0,15,64,550,157,9,17,1,30
262,U,20161027,0,0,0,0,15,64,550,214,3,25,1,35
263,U,20161027,0,0,0,0,15,64,550,271,0,28,0,21
264,U,20161027,0,0,0,0,15,64,550,328,0,28,1,20
265,U,20161027,0,0,0,0,15,64,550,385,0,27,3,26
266,U,20161027,0,0,0,0,15,64,550,442,0,26,2,27
267,U,20161027,0,0,0,0,15,64,550,500,0,26,0,24
268,U,20161027,0,0,0,0,15,64,600,100,7,2,0,6
269,U,20161027,0,0,0,0,15,64,600,157,0,9,0,7
270,U,20161027,0,0,0,0,15,64,600,214,0,6,1,9
271,U,20161027,0,0,0,0,15,64,600,271,0,9,1,10
272,U,20161027,0,0,0,0,15,64,600,328,0,8,1,7
273,U,20161027,0,0,0,0,15,64,600,385,0,9,0,9
274,U,20161027,0,0,0,0,15,64,600,442,0,10,0,12
275,U,20161027,0,0,0,0,15,64,600,500,0,10,4,3
276,U,20161027,0,0,0,0,15,64,1700,200,0,0,0,2
277,U,20161027,0,0,0,0,15,128,900,200,0,1,0,0
278,U,20161027,0,0,0,0,15,128,1700,200,0,1,0,3
279,U,20161028,0,0,0,0,9,144,300,200,11,0,0,9
280,U,20161028,0,0,0,0,9,144,500,200,2,9,0,21
281,U,20161028,0,0,0,0,9,144,700,200,0,12,1,16
282,U,20161028,0,0,0,0,9,144,900,200,0,11,0,10
283,U,20161028,0,0,0,0,9,144,1100,200,0,12,0,7
284,U,20161028,0,0,0,0,9,144,1300,200,0,12,0,8
285,U,20161028,0,0,0,0,9,144,1500,200,0,11,1,9
286,U,20161028,0,0,0,0,9,144,1700,200,0,10,0,9
287,U,20161028,0,0,0,0,15,32,500,50,30,2,3,28
288,U,20161028,0,0,0,0,15,32,500,114,17,3,1,13
289,U,20161028,0,0,0,0,15,32,500,178,1,19,0,20
290,U,20161028,0,0,0,0,15,32,500,242,0,18,0,24
291,U,20161028,0,0,0,0,15,32,500,307,0,20,0,14
292,U,20161028,0,0,0,0,15,32,500,371,0,20,2,21
293,U,20161028,0,0,0,0,15,32,500,435,0,20,2,25
294,U,20161028,0,0,0,0,15,32,500,500,0,20,1,14
295,U,20161028,0,0,0,0,15,32,700,200,0,1,0,0
296,U,20161028,0,0,0,0,15,32,900,200,0,2,0,4
297,U,20161028,0,0,0,0,15,32,1500,200,0,1,0,0
298,U,20161028,0,0,0,0,15,128,300,200,1,0,1,1
299,U,20161028,0,0,0,0,15,128,500,200,0,0,1,2
300,U,20161028,0,0,0,0,15,128,900,200,0,1,0,1
301,U,20161028,0,0,0,0,15,128,1500,200,0,1,0,0
302,U,20161028,0,0,0,0,15,128,1700,200,0,2,0,1
303,U,20161031,0,0,0,0,12,195,1500,200,0,0,0,1
304,U,20161031,0,0,0,0,15,192,100,200,10,1,0,9
305,U,20161031,0,0,0,0,15,192,300,200,26,2,1,22
306,U,20161031,0,0,0,0,15,192,500,200,3,26,2,24
307,U,20161031,0,0,0,0,15,192,700,200,0,28,1,29
308,U,20161031,0,0,0,0,15,192,900,200,0,27,2,24
309,U,20161031,0,0,0,0,15,192,1100,200,0,31,2,26
310,U,20161031,0,0,0,0,15,192,1300,200,0,26,1,31
311,U,20161031,0,0,0,0,15,192,1500,200,1,28,1,43
312,U,20161031,0,0,0,0,15,192,1700,200,0,14,0,10
313,U,20161031,0,0,0,0,60,195,1,1,0,0,1,0
314,U,20161031,0,0,0,0,60,195,300,200,8,0,4,8
315,U,20161031,0,0,0,0,60,195,500,200,7,1,2,2
316,U,20161031,0,0,0,0,60,195,700,200,9,0,0,10
317,U,20161031,0,0,0,0,60,195,900,200,10,0,2,9
318,U,20161031,0,0,0,0,60,195,1100,200,5,2,1,3
319,U,20161031,0,0,0,0,60,195,1300,200,9,1,0,9
320,U,20161031,0,0,0,0,60,195,1500,200,10,0,2,9
321,U,20161031,0,0,0,0,60,195,1700,200,10,0,0,13
322,U,20161101,0,0,0,0,9,144,1,1,0,0,0,2
323,U,20161101,0,0,0,0,9,144,500,200,0,1,0,0
324,U,20161101,0,0,0,0,9,144,1100,200,0,1,0,0
325,U,20161101,0,0,0,0,9,144,1700,200,0,2,0,1
326,U,20161101,0,0,0,0,15,128,1,1,0,0,1,0
327,U,20161101,0,0,0,0,15,128,300,200,1,0,0,0
328,U,20161101,0,0,0,0,15,128,500,0,0,1,0,3
329,U,20161101,0,0,0,0,15,128,500,100,4,0,3,2
330,U,20161101,0,0,0,0,15,128,500,200,0,0,0,2
331,U,20161101,0,0,0,0,15,128,600,100,7,0,3,10
332,U,20161101,0,0,0,0,15,128,600,157,4,0,2,1
333,U,20161101,0,0,0,0,15,128,600,214,3,1,0,5
334,U,20161101,0,0,0,0,15,128,600,271,3,0,1,2
335,U,20161101,0,0,0,0,15,128,600,328,4,1,1,4
336,U,20161101,0,0,0,0,15,128,600,385,4,0,4,3
337,U,20161101,0,0,0,0,15,128,600,442,4,0,0,5
338,U,20161101,0,0,0,0,15,128,600,500,4,0,0,1
339,U,20161101,0,0,0,0,15,128,800,100,2,0,0,1
340,U,20161101,0,0,0,0,15,128,800,157,2,0,0,1
341,U,20161101,0,0,0,0,15,128,800,214,2,0,2,2
342,U,20161101,0,0,0,0,15,128,800,271,2,0,0,2
343,U,20161101,0,0,0,0,15,128,800,328,0,0,1,0
344,U,20161101,0,0,0,0,15,128,800,385,2,0,0,2
345,U,20161101,0,0,0,0,15,128,800,442,0,2,1,2
346,U,20161101,0,0,0,0,15,128,800,500,1,1,1,2
347,U,20161101,0,0,0,0,15,128,1000,100,21,2,4,14
348,U,20161101,0,0,0,0,15,128,1000,157,18,2,7,10
349,U,20161101,0,0,0,0,15,128,1000,214,16,5,4,15
350,U,20161101,0,0,0,0,15,128,1000,271,13,8,4,15
351,U,20161101,0,0,0,0,15,128,1000,328,11,12,5,32
352,U,20161101,0,0,0,0,15,128,1000,385,9,13,6,29
353,U,20161101,0,0,0,0,15,128,1000,442,4,17,5,19
354,U,20161101,0,0,0,0,15,128,1000,500,2,19,0,13
355,U,20161102,0,0,0,0,15,128,1000,100,9,0,2,3
356,U,20161102,0,0,0,0,15,128,1000,157,5,4,0,3
357,U,20161102,0,0,0,0,15,128,1000,214,7,2,3,11
358,U,20161102,0,0,0,0,15,128,1000,271,6,3,5,13
359,U,20161102,0,0,0,0,15,128,1000,328,5,4,1,5
360,U,20161102,0,0,0,0,15,128,1000,385,6,4,3,11
361,U,20161102,0,0,0,0,15,128,1000,442,4,4,0,6
362,U,20161102,0,0,0,0,15,128,1000,500,3,7,1,11
363,U,20161102,0,0,0,0,15,128,1200,100,33,3,4,32
364,U,20161102,0,0,0,0,15,128,1200,157,30,7,1,46
365,U,20161102,0,0,0,0,15,128,1200,214,33,4,4,30
366,U,20161102,0,0,0,0,15,128,1200,271,11,23,4,32
367,U,20161102,0,0,0,0,15,128,1200,328,5,32,7,25
368,U,20161102,0,0,0,0,15,128,1200,385,5,30,5,34
369,U,20161102,0,0,0,0,15,128,1200,442,1,36,3,37
370,U,20161102,0,0,0,0,15,128,1200,500,0,36,1,25
371,U,20161103,0,0,0,0,0,128,700,200,0,0,0,1
372,U,20161103,0,0,0,0,12,192,1000,100,4,5,8,2
373,U,20161103,0,0,0,0,15,128,1000,200,0,1,0,0
374,U,20161103,0,0,0,0,15,192,300,200,29,6,9,25
375,U,20161103,0,0,0,0,15,192,500,200,36,0,7,33
376,U,20161103,0,0,0,0,15,192,700,100,1,0,0,0
377,U,20161103,0,0,0,0,15,192,700,200,30,5,4,37
378,U,20161103,0,0,0,0,15,192,900,200,34,2,3,41
379,U,20161103,0,0,0,0,15,192,1000,100,8,2,2,9
380,U,20161103,0,0,0,0,15,192,1000,200,1,1,0,4
381,U,20161103,0,0,0,0,15,192,1100,200,23,11,6,32
382,U,20161103,0,0,0,0,15,192,1300,200,5,32,2,33
383,U,20161103,0,0,0,0,15,192,1500,200,0,37,4,38
384,U,20161103,0,0,0,0,15,192,1700,200,0,37,1,28
385,U,20161103,0,0,0,0,16,128,1000,200,0,1,0,0
386,U,20161103,0,0,0,0,112,128,700,200,0,1,0,1
387,U,20161104,0,0,0,0,15,192,1,1,0,0,1,0
388,U,20161104,0,0,0,0,15,192,1000,100,43,1,6,42
389,U,20161104,0,0,0,0,15,192,1000,150,39,0,3,51
390,U,20161104,0,0,0,0,15,192,1000,200,37,3,2,39
391,U,20161104,0,0,0,0,15,192,1000,250,24,16,1,37
392,U,20161104,0,0,0,0,15,192,1000,300,25,15,5,38
393,U,20161104,0,0,0,0,15,192,1000,350,10,29,3,32
394,U,20161104,0,0,0,0,15,192,1000,400,5,35,1,35
395,U,20161104,0,0,0,0,15,192,1000,450,4,36,5,33
396,U,20161104,0,0,0,0,15,192,1000,500,3,35,1,31
397,U,20161109,0,0,0,0,15,64,1250,100,31,0,2,31
398,U,20161109,0,0,0,0,15,64,1250,150,25,8,5,39
399,U,20161109,0,0,0,0,15,64,1250,200,22,10,3,31
400,U,20161109,0,0,0,0,15,64,1250,250,18,15,0,37
401,U,20161109,0,0,0,0,15,64,1250,300,15,18,3,23
402,U,20161109,0,0,0,0,15,64,1250,350,2,30,2,27
403,U,20161109,0,0,0,0,15,64,1250,400,2,31,2,31
404,U,20161109,0,0,0,0,15,64,1250,450,1,32,2,34
405,U,20161109,0,0,0,0,15,64,1250,500,0,33,1,25
406,U,20161110,0,0,0,0,15,96,1,1,0,1,1,6
407,U,20161110,0,0,0,0,15,96,1100,100,20,2,0,31
408,U,20161110,0,0,0,0,15,96,1100,150,16,6,2,20
409,U,20161110,0,0,0,0,15,96,1100,200,7,17,2,19
410,U,20161110,0,0,0,0,15,96,1100,250,6,16,0,13
411,U,20161110,0,0,0,0,15,96,1100,300,0,23,2,24
412,U,20161110,0,0,0,0,15,96,1100,350,0,23,1,22
413,U,20161110,0,0,0,0,15,96,1100,400,1,22,1,17
414,U,20161110,0,0,0,0,15,96,1100,450,5,18,0,32
415,U,20161110,0,0,0,0,15,96,1100,500,0,22,1,15
416,U,20161110,0,0,0,0,15,96,1250,100,10,0,1,9
417,U,20161110,0,0,0,0,15,96,1250,150,1,9,1,8
418,U,20161110,0,0,0,0,15,96,1250,200,0,8,1,11
419,U,20161110,0,0,0,0,15,96,1250,250,0,10,0,13
420,U,20161110,0,0,0,0,15,96,1250,300,0,10,0,10
421,U,20161110,0,0,0,0,15,96,1250,350,0,9,1,5
422,U,20161110,0,0,0,0,15,96,1250,400,0,8,0,8
423,U,20161110,0,0,0,0,15,96,1250,450,0,9,0,6
424,U,20161110,0,0,0,0,15,96,1250,500,0,10,0,6
425,U,20161111,0,0,0,0,15,16,110,500,1,0,0,0
426,U,20161111,0,0,0,0,15,16,1100,100,10,0,2,10
427,U,20161111,0,0,0,0,15,16,1100,150,4,6,1,14
