,Monkey,Date,Ref Amp,Ref PW,Ref Freq,Ref Dur,Active Channels,Return Channels,Comp Amp,Comp PW,Misses,Hits,FAs,CRs
1455,U,20170224,0,0,0,0,15,128,390,200,7,11,1,16
1456,U,20170224,0,0,0,0,15,128,394,200,4,10,1,16
1457,U,20170224,0,0,0,0,15,128,410,200,9,14,6,21
1458,U,20170224,0,0,0,0,15,128,420,200,8,9,3,15
1459,U,20170224,0,0,0,0,15,128,440,200,0,5,1,8
1460,U,20170224,0,0,0,0,15,128,450,200,6,12,2,14
1461,U,20170224,0,0,0,0,15,128,470,200,0,6,0,3
1462,U,20170224,0,0,0,0,15,128,480,200,6,11,1,9
1463,U,20170224,0,0,0,0,15,128,500,200,0,4,0,3
1464,U,20170224,0,0,0,0,15,128,510,200,0,17,2,11
1465,U,20170224,0,0,0,0,15,128,530,200,0,6,0,2
1466,U,20170224,0,0,0,0,15,128,560,200,0,4,1,6
1467,U,20170227,0,0,0,0,15,64,350,200,13,3,1,25
1468,U,20170227,0,0,0,0,15,64,380,200,16,2,0,16
1469,U,20170227,0,0,0,0,15,64,410,200,16,1,1,16
1470,U,20170227,0,0,0,0,15,64,440,200,15,4,0,20
1471,U,20170227,0,0,0,0,15,64,470,200,8,10,0,15
1472,U,20170227,0,0,0,0,15,64,500,200,3,14,3,13
1473,U,20170227,0,0,0,0,15,64,530,200,1,16,0,13
1474,U,20170227,0,0,0,0,15,64,560,200,0,17,0,18
1475,U,20170227,0,0,0,0,15,128,350,200,9,7,0,6
1476,U,20170227,0,0,0,0,15,128,380,200,14,2,4,17
1477,U,20170227,0,0,0,0,15,128,410,200,7,8,0,13
1478,U,20170227,0,0,0,0,15,128,440,200,5,10,1,17
1479,U,20170227,0,0,0,0,15,128,470,200,0,15,0,14
1480,U,20170227,0,0,0,0,15,128,500,200,0,15,2,19
1481,U,20170227,0,0,0,0,15,128,530,200,0,15,2,7
1482,U,20170227,0,0,0,0,15,128,560,200,0,16,2,18
1483,U,20170228,0,0,0,0,15,0,610,200,0,0,0,1
1484,U,20170228,0,0,0,0,15,16,1,1,0,0,2,0
1485,U,20170228,0,0,0,0,15,16,400,200,7,1,0,8
1486,U,20170228,0,0,0,0,15,16,430,200,7,1,1,6
1487,U,20170228,0,0,0,0,15,16,460,200,6,2,0,7
1488,U,20170228,0,0,0,0,15,16,490,200,3,5,1,6
1489,U,20170228,0,0,0,0,15,16,520,200,0,8,1,6
1490,U,20170228,0,0,0,0,15,16,550,200,0,8,0,5
1491,U,20170228,0,0,0,0,15,16,580,200,0,8,0,16
1492,U,20170228,0,0,0,0,15,16,610,200,0,8,0,5
1493,U,20170228,0,0,0,0,15,32,400,200,3,1,0,0
1494,U,20170228,0,0,0,0,15,32,430,200,3,1,0,6
1495,U,20170228,0,0,0,0,15,32,460,200,4,1,0,6
1496,U,20170228,0,0,0,0,15,32,490,200,2,2,0,5
1497,U,20170228,0,0,0,0,15,32,520,200,0,4,0,3
1498,U,20170228,0,0,0,0,15,32,550,200,0,5,0,8
1499,U,20170228,0,0,0,0,15,32,580,200,0,4,1,0
1500,U,20170228,0,0,0,0,15,32,610,200,0,4,0,4
1501,U,20170228,0,0,0,0,15,64,300,200,8,4,1,9
1502,U,20170228,0,0,0,0,15,64,330,200,10,4,2,14
1503,U,20170228,0,0,0,0,15,64,360,200,6,6,0,11
1504,U,20170228,0,0,0,0,15,64,390,200,6,5,0,12
1505,U,20170228,0,0,0,0,15,64,400,200,1,1,0,2
1506,U,20170228,0,0,0,0,15,64,420,200,6,6,2,8
1507,U,20170228,0,0,0,0,15,64,450,200,3,9,0,15
1508,U,20170228,0,0,0,0,15,64,460,200,0,1,0,0
1509,U,20170228,0,0,0,0,15,64,480,200,3,10,1,10
1510,U,20170228,0,0,0,0,15,64,490,200,0,1,0,1
1511,U,20170228,0,0,0,0,15,64,510,200,1,11,0,10
1512,U,20170228,0,0,0,0,15,64,520,200,0,2,0,0
1513,U,20170228,0,0,0,0,15,64,550,200,0,1,0,3
1514,U,20170228,0,0,0,0,15,64,580,200,0,1,0,3
1515,U,20170228,0,0,0,0,15,64,610,200,0,2,0,3
1516,U,20170228,0,0,0,0,15,128,300,200,3,6,0,8
1517,U,20170228,0,0,0,0,15,128,330,200,7,2,1,10
1518,U,20170228,0,0,0,0,15,128,360,200,6,3,1,10
1519,U,20170228,0,0,0,0,15,128,390,200,6,6,1,5
1520,U,20170228,0,0,0,0,15,128,420,200,5,4,2,6
1521,U,20170228,0,0,0,0,15,128,450,200,2,7,1,11
1522,U,20170228,0,0,0,0,15,128,480,200,1,8,0,4
1523,U,20170228,0,0,0,0,15,128,510,200,0,10,5,13
1524,U,20170301,0,0,0,0,15,16,400,200,9,3,1,11
1525,U,20170301,0,0,0,0,15,16,430,200,5,6,1,5
1526,U,20170301,0,0,0,0,15,16,460,200,8,4,1,15
1527,U,20170301,0,0,0,0,15,16,490,200,6,4,0,5
1528,U,20170301,0,0,0,0,15,16,520,200,3,5,0,16
1529,U,20170301,0,0,0,0,15,16,550,200,2,7,0,13
1530,U,20170301,0,0,0,0,15,16,580,200,0,9,0,9
1531,U,20170301,0,0,0,0,15,16,610,200,0,10,0,7
1532,U,20170301,0,0,0,0,15,64,400,200,9,3,0,6
1533,U,20170301,0,0,0,0,15,64,430,200,4,9,0,4
1534,U,20170301,0,0,0,0,15,64,460,200,4,8,1,15
1535,U,20170301,0,0,0,0,15,64,490,200,1,11,0,12
1536,U,20170301,0,0,0,0,15,64,520,200,0,13,2,13
1537,U,20170301,0,0,0,0,15,64,550,200,0,11,1,14
1538,U,20170301,0,0,0,0,15,64,580,200,0,11,0,9
1539,U,20170301,0,0,0,0,15,64,610,200,0,11,0,15
1540,U,20170301,0,0,0,0,15,128,400,200,7,1,1,7
1541,U,20170301,0,0,0,0,15,128,430,200,5,3,0,7
1542,U,20170301,0,0,0,0,15,128,460,200,0,8,0,6
1543,U,20170301,0,0,0,0,15,128,490,200,0,10,0,10
1544,U,20170301,0,0,0,0,15,128,520,200,0,9,0,13
1545,U,20170301,0,0,0,0,15,128,550,200,0,10,0,10
1546,U,20170301,0,0,0,0,15,128,580,200,0,10,0,10
1547,U,20170301,0,0,0,0,15,128,610,200,0,10,0,10
1548,U,20170302,0,0,0,0,15,16,350,200,1,0,0,0
1549,U,20170302,0,0,0,0,15,64,350,200,2,4,0,6
1550,U,20170302,0,0,0,0,15,64,372,200,5,1,4,7
1551,U,20170302,0,0,0,0,15,64,395,200,3,3,1,5
1552,U,20170302,0,0,0,0,15,64,418,200,2,4,0,0
1553,U,20170302,0,0,0,0,15,64,441,200,2,4,0,6
1554,U,20170302,0,0,0,0,15,64,464,200,3,3,1,5
1555,U,20170302,0,0,0,0,15,64,487,200,0,6,1,7
1556,U,20170302,0,0,0,0,15,64,510,200,0,6,1,4
1557,U,20170302,0,0,0,0,15,128,350,200,1,7,0,7
1558,U,20170302,0,0,0,0,15,128,372,200,6,2,2,8
1559,U,20170302,0,0,0,0,15,128,395,200,5,3,0,12
1560,U,20170302,0,0,0,0,15,128,418,200,3,5,0,5
1561,U,20170302,0,0,0,0,15,128,441,200,3,7,0,10
1562,U,20170302,0,0,0,0,15,128,464,200,1,7,1,8
1563,U,20170302,0,0,0,0,15,128,487,200,0,8,0,10
1564,U,20170302,0,0,0,0,15,128,510,200,0,8,0,3
1565,U,20170302,0,0,0,0,15,128,560,200,0,1,0,1
1566,U,20170302,0,0,0,0,15,192,500,200,0,8,0,7
1567,U,20170302,0,0,0,0,15,192,530,200,0,8,0,9
1568,U,20170302,0,0,0,0,15,192,560,200,0,7,0,11
1569,U,20170302,0,0,0,0,15,192,590,200,0,8,1,6
1570,U,20170302,0,0,0,0,15,192,620,200,0,6,0,8
1571,U,20170302,0,0,0,0,15,192,650,200,0,8,0,8
1572,U,20170302,0,0,0,0,15,192,680,200,0,8,0,3
1573,U,20170302,0,0,0,0,15,192,710,200,0,8,0,8
1574,U,20170306,0,0,0,0,15,64,300,200,4,2,0,3
1575,U,20170306,0,0,0,0,15,64,330,200,3,4,0,6
1576,U,20170306,0,0,0,0,15,64,350,200,1,0,0,2
1577,U,20170306,0,0,0,0,15,64,360,200,4,3,0,3
1578,U,20170306,0,0,0,0,15,64,390,200,1,4,1,6
1579,U,20170306,0,0,0,0,15,64,410,200,0,1,0,0
1580,U,20170306,0,0,0,0,15,64,420,200,0,8,0,6
1581,U,20170306,0,0,0,0,15,64,450,200,0,8,1,10
1582,U,20170306,0,0,0,0,15,64,480,200,0,6,0,5
1583,U,20170306,0,0,0,0,15,64,510,200,0,6,1,12
1584,U,20170306,0,0,0,0,15,128,1,1,0,0,0,1
1585,U,20170306,0,0,0,0,15,128,350,200,3,18,0,24
1586,U,20170306,0,0,0,0,15,128,380,200,1,20,0,14
1587,U,20170306,0,0,0,0,15,128,410,200,0,20,2,17
1588,U,20170306,0,0,0,0,15,128,440,200,0,21,1,22
1589,U,20170306,0,0,0,0,15,128,470,200,0,19,1,20
1590,U,20170306,0,0,0,0,15,128,500,200,0,20,0,20
1591,U,20170306,0,0,0,0,15,128,530,200,0,22,2,25
1592,U,20170306,0,0,0,0,15,128,560,200,0,22,2,17
1593,U,20170307,0,0,0,0,15,128,350,200,5,25,2,32
1594,U,20170307,0,0,0,0,15,128,380,200,0,30,1,23
1595,U,20170307,0,0,0,0,15,128,410,200,0,29,2,30
1596,U,20170307,0,0,0,0,15,128,440,200,1,29,0,26
1597,U,20170307,0,0,0,0,15,128,470,200,0,30,1,33
1598,U,20170307,0,0,0,0,15,128,500,200,0,29,1,33
1599,U,20170307,0,0,0,0,15,128,530,200,0,29,0,27
1600,U,20170307,0,0,0,0,15,128,560,200,0,27,1,26
1601,U,20170308,0,0,0,0,15,32,300,200,1,0,0,1
1602,U,20170308,0,0,0,0,15,32,390,200,0,1,0,1
1603,U,20170308,0,0,0,0,15,32,450,200,0,1,0,0
1604,U,20170308,0,0,0,0,15,32,510,200,0,1,0,2
1605,U,20170308,0,0,0,0,15,64,300,200,11,4,0,19
1606,U,20170308,0,0,0,0,15,64,330,200,6,8,4,13
1607,U,20170308,0,0,0,0,15,64,360,200,2,13,1,16
1608,U,20170308,0,0,0,0,15,64,390,200,0,14,1,6
1609,U,20170308,0,0,0,0,15,64,420,200,0,17,1,21
1610,U,20170308,0,0,0,0,15,64,450,200,0,15,1,9
1611,U,20170308,0,0,0,0,15,64,480,200,0,16,0,16
1612,U,20170308,0,0,0,0,15,64,510,200,0,15,0,17
1613,U,20170308,0,0,0,0,15,128,1,1,0,0,1,0
1614,U,20170308,0,0,0,0,15,128,215,200,1,0,0,0
1615,U,20170308,0,0,0,0,15,128,300,200,7,5,0,7
1616,U,20170308,0,0,0,0,15,128,330,200,6,6,1,5
1617,U,20170308,0,0,0,0,15,128,350,200,4,6,0,7
1618,U,20170308,0,0,0,0,15,128,360,200,3,7,1,8
1619,U,20170308,0,0,0,0,15,128,380,200,0,10,1,5
1620,U,20170308,0,0,0,0,15,128,390,200,0,12,1,16
1621,U,20170308,0,0,0,0,15,128,410,200,0,11,0,11
1622,U,20170308,0,0,0,0,15,128,420,200,0,9,1,17
1623,U,20170308,0,0,0,0,15,128,440,200,0,10,0,8
1624,U,20170308,0,0,0,0,15,128,450,200,0,12,2,8
1625,U,20170308,0,0,0,0,15,128,470,200,0,12,0,18
1626,U,20170308,0,0,0,0,15,128,480,200,0,10,0,10
1627,U,20170308,0,0,0,0,15,128,500,200,0,10,0,13
1628,U,20170308,0,0,0,0,15,128,510,200,0,12,2,10
1629,U,20170308,0,0,0,0,15,128,530,200,0,12,1,7
1630,U,20170308,0,0,0,0,15,128,560,200,0,10,0,14
1631,U,20170309,0,0,0,0,15,64,1,1,0,0,0,1
1632,U,20170309,0,0,0,0,15,64,200,200,13,1,2,5
1633,U,20170309,0,0,0,0,15,64,230,200,16,2,4,17
1634,U,20170309,0,0,0,0,15,64,260,200,9,7,3,9
1635,U,20170309,0,0,0,0,15,64,290,200,5,12,0,24
1636,U,20170309,0,0,0,0,15,64,300,200,0,1,0,0
1637,U,20170309,0,0,0,0,15,64,320,200,0,19,2,23
1638,U,20170309,0,0,0,0,15,64,350,200,3,13,1,18
1639,U,20170309,0,0,0,0,15,64,380,200,5,12,2,13
1640,U,20170309,0,0,0,0,15,64,410,200,4,13,0,13
1641,U,20170309,0,0,0,0,15,128,1,1,1,0,1,2
1642,U,20170309,0,0,0,0,15,128,200,200,11,2,1,7
1643,U,20170309,0,0,0,0,15,128,230,200,8,4,1,18
1644,U,20170309,0,0,0,0,15,128,260,200,6,7,0,9
1645,U,20170309,0,0,0,0,15,128,290,200,1,11,1,14
1646,U,20170309,0,0,0,0,15,128,300,200,2,12,1,18
1647,U,20170309,0,0,0,0,15,128,320,200,0,12,0,9
1648,U,20170309,0,0,0,0,15,128,330,200,0,15,1,16
1649,U,20170309,0,0,0,0,15,128,350,200,0,12,1,15
1650,U,20170309,0,0,0,0,15,128,360,200,0,15,0,9
1651,U,20170309,0,0,0,0,15,128,380,200,0,12,0,8
1652,U,20170309,0,0,0,0,15,128,390,200,0,15,0,7
1653,U,20170309,0,0,0,0,15,128,410,200,0,12,2,11
1654,U,20170309,0,0,0,0,15,128,420,200,0,15,1,14
1655,U,20170309,0,0,0,0,15,128,450,200,0,16,0,16
1656,U,20170309,0,0,0,0,15,128,480,200,0,16,0,21
1657,U,20170309,0,0,0,0,15,128,510,200,1,16,1,19
1658,U,20170313,0,0,0,0,15,64,1,1,0,0,0,1
1659,U,20170313,0,0,0,0,15,64,200,200,12,1,1,8
1660,U,20170313,0,0,0,0,15,64,230,200,9,4,2,19
1661,U,20170313,0,0,0,0,15,64,260,200,5,9,1,10
1662,U,20170313,0,0,0,0,15,64,290,200,3,11,1,8
1663,U,20170313,0,0,0,0,15,64,320,200,0,13,3,19
1664,U,20170313,0,0,0,0,15,64,350,200,0,12,1,10
1665,U,20170313,0,0,0,0,15,64,380,200,0,13,0,13
1666,U,20170313,0,0,0,0,15,64,410,200,0,13,0,7
1667,U,20170313,0,0,0,0,15,128,200,200,13,2,0,12
1668,U,20170313,0,0,0,0,15,128,230,200,12,3,0,19
1669,U,20170313,0,0,0,0,15,128,260,200,2,12,0,11
1670,U,20170313,0,0,0,0,15,128,290,200,0,13,1,16
1671,U,20170313,0,0,0,0,15,128,320,200,0,15,0,11
1672,U,20170313,0,0,0,0,15,128,350,200,0,15,1,13
1673,U,20170313,0,0,0,0,15,128,380,200,0,15,0,15
1674,U,20170313,0,0,0,0,15,128,410,200,0,15,1,21
1675,U,20170314,0,0,0,0,15,16,200,200,4,0,0,1
1676,U,20170314,0,0,0,0,15,16,230,200,6,1,1,6
1677,U,20170314,0,0,0,0,15,16,260,200,8,0,1,9
1678,U,20170314,0,0,0,0,15,16,290,200,2,2,0,4
1679,U,20170314,0,0,0,0,15,16,320,200,1,3,0,8
1680,U,20170314,0,0,0,0,15,16,350,200,0,8,0,8
1681,U,20170314,0,0,0,0,15,16,380,200,0,6,0,3
1682,U,20170314,0,0,0,0,15,16,410,200,0,5,0,3
1683,U,20170314,0,0,0,0,15,32,1,1,0,0,0,1
1684,U,20170314,0,0,0,0,15,32,200,200,9,1,3,7
1685,U,20170314,0,0,0,0,15,32,230,200,8,0,2,3
1686,U,20170314,0,0,0,0,15,32,260,200,6,2,1,8
1687,U,20170314,0,0,0,0,15,32,290,200,2,8,0,12
1688,U,20170314,0,0,0,0,15,32,320,200,1,9,2,12
1689,U,20170314,0,0,0,0,15,32,350,200,0,8,0,10
1690,U,20170314,0,0,0,0,15,32,380,200,0,9,0,7
1691,U,20170314,0,0,0,0,15,32,410,200,0,9,1,5
1692,U,20170314,0,0,0,0,15,64,200,200,3,0,0,0
1693,U,20170314,0,0,0,0,15,64,230,200,3,0,0,2
1694,U,20170314,0,0,0,0,15,64,260,200,1,2,0,3
1695,U,20170314,0,0,0,0,15,64,290,200,0,2,0,0
1696,U,20170314,0,0,0,0,15,64,320,200,0,4,0,4
1697,U,20170314,0,0,0,0,15,64,350,200,0,3,0,7
1698,U,20170314,0,0,0,0,15,64,380,200,0,5,0,8
1699,U,20170314,0,0,0,0,15,64,410,200,1,4,2,3
1700,U,20170314,0,0,0,0,15,128,200,200,11,2,0,14
1701,U,20170314,0,0,0,0,15,128,230,200,11,2,2,12
1702,U,20170314,0,0,0,0,15,128,260,200,0,11,0,11
1703,U,20170314,0,0,0,0,15,128,290,200,0,14,1,18
1704,U,20170314,0,0,0,0,15,128,320,200,0,13,0,7
1705,U,20170314,0,0,0,0,15,128,350,200,0,11,1,11
1706,U,20170314,0,0,0,0,15,128,380,200,0,12,1,6
1707,U,20170314,0,0,0,0,15,128,410,200,0,13,2,14
1708,U,20170314,0,0,0,0,15,240,200,200,3,2,0,4
1709,U,20170314,0,0,0,0,15,240,230,200,2,1,0,0
1710,U,20170314,0,0,0,0,15,240,260,200,5,0,1,4
1711,U,20170314,0,0,0,0,15,240,290,200,4,1,0,7
1712,U,20170314,0,0,0,0,15,240,320,200,1,2,0,3
1713,U,20170314,0,0,0,0,15,240,350,200,1,4,0,4
1714,U,20170314,0,0,0,0,15,240,380,200,0,3,1,4
1715,U,20170314,0,0,0,0,15,240,410,200,0,2,0,2
1716,U,20170315,0,0,0,0,15,64,1,1,0,0,1,1
1717,U,20170315,0,0,0,0,15,64,260,200,1,0,0,2
1718,U,20170315,0,0,0,0,15,64,290,100,2,0,0,1
1719,U,20170315,0,0,0,0,15,64,350,100,0,1,0,0
1720,U,20170315,0,0,0,0,15,64,380,200,0,1,0,1
1721,U,20170315,0,0,0,0,15,64,410,20,0,1,0,0
1722,U,20170315,0,0,0,0,15,128,1,1,0,0,0,3
1723,U,20170315,0,0,0,0,15,128,100,1000,6,2,2,2
1724,U,20170315,0,0,0,0,15,128,130,1000,8,2,1,8
1725,U,20170315,0,0,0,0,15,128,160,50,3,0,1,2
1726,U,20170315,0,0,0,0,15,128,160,1000,7,1,0,8
1727,U,20170315,0,0,0,0,15,128,190,50,3,0,1,2
1728,U,20170315,0,0,0,0,15,128,190,1000,3,4,1,9
1729,U,20170315,0,0,0,0,15,128,200,20,2,0,0,0
1730,U,20170315,0,0,0,0,15,128,200,50,10,1,1,8
1731,U,20170315,0,0,0,0,15,128,200,100,5,1,1,4
1732,U,20170315,0,0,0,0,15,128,200,200,9,1,1,9
1733,U,20170315,0,0,0,0,15,128,200,1000,1,9,2,14
1734,U,20170315,0,0,0,0,15,128,220,50,3,1,1,3
1735,U,20170315,0,0,0,0,15,128,220,1000,2,5,1,6
1736,U,20170315,0,0,0,0,15,128,230,20,2,0,0,2
1737,U,20170315,0,0,0,0,15,128,230,50,12,0,0,12
1738,U,20170315,0,0,0,0,15,128,230,100,5,1,1,8
1739,U,20170315,0,0,0,0,15,128,230,200,7,3,1,7
1740,U,20170315,0,0,0,0,15,128,230,1000,0,8,0,5
1741,U,20170315,0,0,0,0,15,128,250,50,2,0,2,1
1742,U,20170315,0,0,0,0,15,128,250,1000,4,4,3,6
1743,U,20170315,0,0,0,0,15,128,260,20,2,0,0,1
1744,U,20170315,0,0,0,0,15,128,260,50,10,1,1,13
1745,U,20170315,0,0,0,0,15,128,260,100,6,0,2,5
1746,U,20170315,0,0,0,0,15,128,260,200,1,9,0,10
1747,U,20170315,0,0,0,0,15,128,260,1000,0,7,1,2
1748,U,20170315,0,0,0,0,15,128,280,50,2,0,0,2
1749,U,20170315,0,0,0,0,15,128,280,1000,0,8,1,6
1750,U,20170315,0,0,0,0,15,128,290,20,1,0,0,0
1751,U,20170315,0,0,0,0,15,128,290,50,8,1,1,7
1752,U,20170315,0,0,0,0,15,128,290,100,4,2,1,5
1753,U,20170315,0,0,0,0,15,128,290,200,2,9,0,10
1754,U,20170315,0,0,0,0,15,128,290,1000,0,7,1,2
1755,U,20170315,0,0,0,0,15,128,310,50,1,1,0,2
1756,U,20170315,0,0,0,0,15,128,310,1000,0,6,1,8
1757,U,20170315,0,0,0,0,15,128,320,20,3,0,0,3
1758,U,20170315,0,0,0,0,15,128,320,50,8,1,1,6
1759,U,20170315,0,0,0,0,15,128,320,100,5,1,1,7
1760,U,20170315,0,0,0,0,15,128,320,200,0,10,1,7
1761,U,20170315,0,0,0,0,15,128,320,1000,2,7,2,7
1762,U,20170315,0,0,0,0,15,128,350,20,2,0,0,4
1763,U,20170315,0,0,0,0,15,128,350,50,10,1,0,10
1764,U,20170315,0,0,0,0,15,128,350,100,6,0,0,3
1765,U,20170315,0,0,0,0,15,128,350,200,0,10,2,14
1766,U,20170315,0,0,0,0,15,128,350,1000,0,7,1,12
1767,U,20170315,0,0,0,0,15,128,380,20,3,0,0,3
1768,U,20170315,0,0,0,0,15,128,380,50,9,2,2,13
1769,U,20170315,0,0,0,0,15,128,380,100,1,4,0,3
1770,U,20170315,0,0,0,0,15,128,380,200,0,11,1,3
1771,U,20170315,0,0,0,0,15,128,380,1000,0,7,2,5
1772,U,20170315,0,0,0,0,15,128,410,20,3,0,0,5
1773,U,20170315,0,0,0,0,15,128,410,50,9,2,1,8
1774,U,20170315,0,0,0,0,15,128,410,100,1,5,0,6
1775,U,20170315,0,0,0,0,15,128,410,200,0,10,2,12
1776,U,20170315,0,0,0,0,15,128,410,1000,0,10,2,7
1777,U,20170316,0,0,0,0,15,64,400,200,13,2,4,11
1778,U,20170316,0,0,0,0,15,64,430,200,11,6,3,12
1779,U,20170316,0,0,0,0,15,64,460,200,9,6,3,17
1780,U,20170316,0,0,0,0,15,64,490,200,14,2,4,13
1781,U,20170316,0,0,0,0,15,64,520,200,13,3,5,13
1782,U,20170316,0,0,0,0,15,64,550,200,4,11,3,9
1783,U,20170316,0,0,0,0,15,64,580,200,1,15,2,16
1784,U,20170316,0,0,0,0,15,64,610,200,1,17,4,11
1785,U,20170316,0,0,0,0,15,128,200,200,2,0,1,0
1786,U,20170316,0,0,0,0,15,128,230,200,1,1,1,5
1787,U,20170316,0,0,0,0,15,128,260,200,2,0,1,0
1788,U,20170316,0,0,0,0,15,128,290,200,2,0,0,2
1789,U,20170316,0,0,0,0,15,128,300,200,12,1,2,13
1790,U,20170316,0,0,0,0,15,128,320,200,1,1,2,1
1791,U,20170316,0,0,0,0,15,128,330,200,12,0,0,5
1792,U,20170316,0,0,0,0,15,128,350,200,1,0,0,0
1793,U,20170316,0,0,0,0,15,128,360,200,13,0,2,10
1794,U,20170316,0,0,0,0,15,128,380,200,1,0,0,1
1795,U,20170316,0,0,0,0,15,128,390,200,10,2,0,9
1796,U,20170316,0,0,0,0,15,128,400,200,6,6,6,7
1797,U,20170316,0,0,0,0,15,128,410,200,2,0,0,1
1798,U,20170316,0,0,0,0,15,128,420,200,9,3,1,12
1799,U,20170316,0,0,0,0,15,128,430,200,5,7,7,11
1800,U,20170316,0,0,0,0,15,128,450,200,12,1,1,13
1801,U,20170316,0,0,0,0,15,128,460,200,8,4,5,6
1802,U,20170316,0,0,0,0,15,128,480,200,11,2,1,14
1803,U,20170316,0,0,0,0,15,128,490,200,7,7,6,7
1804,U,20170316,0,0,0,0,15,128,510,200,9,3,1,16
1805,U,20170316,0,0,0,0,15,128,520,200,8,4,5,9
1806,U,20170316,0,0,0,0,15,128,550,200,2,11,4,6
1807,U,20170316,0,0,0,0,15,128,580,200,0,13,5,5
1808,U,20170316,0,0,0,0,15,128,610,200,0,12,2,9
1809,U,20170317,0,0,0,0,15,128,1,1,0,0,0,1
1810,U,20170317,0,0,0,0,15,128,300,200,39,10,9,36
1811,U,20170317,0,0,0,0,15,128,330,200,41,9,6,52
1812,U,20170317,0,0,0,0,15,128,360,200,40,10,11,34
1813,U,20170317,0,0,0,0,15,128,390,200,41,11,11,46
1814,U,20170317,0,0,0,0,15,128,420,200,30,20,14,39
1815,U,20170317,0,0,0,0,15,128,450,200,9,41,6,43
1816,U,20170317,0,0,0,0,15,128,480,200,3,47,2,53
1817,U,20170317,0,0,0,0,15,128,510,200,1,49,1,40
1818,U,20170320,0,0,0,0,15,128,1,1,0,0,2,0
1819,U,20170320,0,0,0,0,15,128,120,200,1,0,0,4
1820,U,20170320,0,0,0,0,15,128,200,200,8,3,3,10
1821,U,20170320,0,0,0,0,15,128,230,200,9,1,1,9
1822,U,20170320,0,0,0,0,15,128,260,200,8,3,0,8
1823,U,20170320,0,0,0,0,15,128,290,200,9,1,5,8
1824,U,20170320,0,0,0,0,15,128,320,200,10,0,0,10
1825,U,20170320,0,0,0,0,15,128,350,200,9,2,1,9
1826,U,20170320,0,0,0,0,15,128,380,200,8,2,0,10
1827,U,20170320,0,0,0,0,15,128,400,200,35,3,5,33
1828,U,20170320,0,0,0,0,15,128,410,200,8,2,0,5
1829,U,20170320,0,0,0,0,15,128,430,200,34,4,4,30
1830,U,20170320,0,0,0,0,15,128,460,200,34,3,5,41
1831,U,20170320,0,0,0,0,15,128,490,200,31,9,6,38
1832,U,20170320,0,0,0,0,15,128,520,200,18,20,6,34
1833,U,20170320,0,0,0,0,15,128,550,200,7,31,2,37
1834,U,20170320,0,0,0,0,15,128,580,200,2,37,5,32
1835,U,20170320,0,0,0,0,15,128,610,200,1,39,1,29
1836,U,20170321,0,0,0,0,15,128,300,200,1,0,1,2
1837,U,20170321,0,0,0,0,15,128,400,200,10,1,1,9
1838,U,20170321,0,0,0,0,15,128,430,200,13,0,2,9
1839,U,20170321,0,0,0,0,15,128,460,200,13,1,0,15
1840,U,20170321,0,0,0,0,15,128,490,200,13,0,1,10
1841,U,20170321,0,0,0,0,15,128,500,100,12,0,2,9
1842,U,20170321,0,0,0,0,15,128,520,200,10,4,2,16
1843,U,20170321,0,0,0,0,15,128,530,100,11,0,1,14
1844,U,20170321,0,0,0,0,15,128,550,200,1,13,0,11
1845,U,20170321,0,0,0,0,15,128,560,100,10,0,0,13
1846,U,20170321,0,0,0,0,15,128,580,200,0,12,1,16
1847,U,20170321,0,0,0,0,15,128,590,100,11,0,0,10
1848,U,20170321,0,0,0,0,15,128,610,200,0,13,0,10
1849,U,20170321,0,0,0,0,15,128,620,100,10,0,0,8
1850,U,20170321,0,0,0,0,15,128,650,100,8,1,0,7
1851,U,20170321,0,0,0,0,15,128,680,100,12,0,0,11
1852,U,20170321,0,0,0,0,15,128,710,100,10,0,0,11
1853,U,20170321,0,0,0,0,15,128,800,100,3,2,1,6
1854,U,20170321,0,0,0,0,15,128,830,100,0,3,0,2
1855,U,20170321,0,0,0,0,15,128,860,100,1,3,0,4
1856,U,20170321,0,0,0,0,15,128,890,100,0,2,0,3
1857,U,20170321,0,0,0,0,15,128,900,100,1,10,1,13
1858,U,20170321,0,0,0,0,15,128,920,100,0,2,0,2
1859,U,20170321,0,0,0,0,15,128,930,100,0,11,0,17
1860,U,20170321,0,0,0,0,15,128,950,100,0,2,0,0
1861,U,20170321,0,0,0,0,15,128,960,100,0,12,0,16
1862,U,20170321,0,0,0,0,15,128,980,100,0,2,0,2
1863,U,20170321,0,0,0,0,15,128,990,100,2,10,0,5
1864,U,20170321,0,0,0,0,15,128,1010,100,0,2,0,2
1865,U,20170321,0,0,0,0,15,128,1020,100,0,12,0,9
1866,U,20170321,0,0,0,0,15,128,1021,100,0,1,0,0
1867,U,20170321,0,0,0,0,15,128,1050,100,0,10,0,10
1868,U,20170321,0,0,0,0,15,128,1057,100,0,1,0,1
1869,U,20170321,0,0,0,0,15,128,1080,100,0,12,0,14
1870,U,20170321,0,0,0,0,15,128,1110,100,0,12,0,8
1871,U,20170321,0,0,0,0,15,128,1285,100,0,2,0,0
1872,U,20170321,0,0,0,0,15,128,1400,100,0,1,0,1
1873,U,20170322,0,0,0,0,15,128,1,1,0,0,2,1
1874,U,20170322,0,0,0,0,15,128,700,100,32,1,4,27
1875,U,20170322,0,0,0,0,15,128,730,100,30,2,2,18
