Monkey,Date,Ref Amp,Ref PW,Ref Freq,Ref Dur,Active Channels,Return Channels,Comp Amp,Comp PW,Misses,Hits,FAs,CRs
Y,20160920,0,0,0,0,15,128,200,200,1,18,12,16
Y,20160921,0,0,0,0,15,64,1,1,0,0,2,0
Y,20160921,0,0,0,0,15,64,25,200,12,1,2,8
Y,20160921,0,0,0,0,15,64,32,200,13,0,5,9
Y,20160921,0,0,0,0,15,64,40,200,12,0,9,6
Y,20160921,0,0,0,0,15,64,46,200,0,1,0,3
Y,20160921,0,0,0,0,15,64,48,200,15,0,9,9
Y,20160921,0,0,0,0,15,64,50,200,18,2,4,14
Y,20160921,0,0,0,0,15,64,56,200,13,2,6,16
Y,20160921,0,0,0,0,15,64,57,200,9,7,3,11
Y,20160921,0,0,0,0,15,64,64,200,15,18,15,27
Y,20160921,0,0,0,0,15,64,71,200,2,14,4,16
Y,20160921,0,0,0,0,15,64,72,200,3,12,8,14
Y,20160921,0,0,0,0,15,64,78,200,0,20,7,10
Y,20160921,0,0,0,0,15,64,80,200,2,11,4,9
Y,20160921,0,0,0,0,15,64,85,200,0,16,2,14
Y,20160921,0,0,0,0,15,64,92,200,0,19,9,14
Y,20160921,0,0,0,0,15,64,100,200,1,15,5,16
Y,20160921,0,0,0,0,15,64,107,200,0,2,2,1
Y,20160921,0,0,0,0,15,64,121,200,0,1,6,5
Y,20160921,0,0,0,0,15,64,135,200,0,2,1,0
Y,20160921,0,0,0,0,15,64,150,200,0,4,0,1
Y,20160922,0,0,0,0,15,32,50,200,27,3,15,41
Y,20160922,0,0,0,0,15,32,71,200,23,7,16,32
Y,20160922,0,0,0,0,15,32,92,200,0,27,18,22
Y,20160922,0,0,0,0,15,32,114,200,0,28,13,26
Y,20160922,0,0,0,0,15,32,135,200,0,30,9,19
Y,20160922,0,0,0,0,15,32,157,200,0,28,14,14
Y,20160922,0,0,0,0,15,32,178,200,0,31,6,20
Y,20160922,0,0,0,0,15,32,200,200,0,30,12,19
Y,20160926,0,0,0,0,15,32,25,200,0,0,1,1
Y,20160926,0,0,0,0,15,32,46,200,1,0,0,0
Y,20160926,0,0,0,0,15,32,1142,200,0,0,1,0
Y,20160927,0,0,0,0,15,16,1,1,1,0,0,0
Y,20160927,0,0,0,0,15,16,30,200,24,13,27,20
Y,20160927,0,0,0,0,15,16,40,200,25,19,35,14
Y,20160927,0,0,0,0,15,16,50,200,19,20,33,18
Y,20160927,0,0,0,0,15,16,60,200,17,25,30,22
Y,20160927,0,0,0,0,15,16,70,200,17,24,32,16
Y,20160927,0,0,0,0,15,16,80,200,8,35,38,21
Y,20160927,0,0,0,0,15,16,90,200,2,40,30,27
Y,20160927,0,0,0,0,15,16,100,200,1,39,48,14
Y,20161006,0,0,0,0,112,128,30,200,27,26,25,32
Y,20161006,0,0,0,0,112,128,60,200,0,0,1,0
Y,20161006,0,0,0,0,112,128,90,200,32,20,19,36
Y,20161006,0,0,0,0,112,128,138,200,0,0,1,2
Y,20161006,0,0,0,0,112,128,150,200,37,15,19,35
Y,20161006,0,0,0,0,112,128,210,200,24,30,21,40
Y,20161006,0,0,0,0,112,128,247,200,1,0,0,0
Y,20161006,0,0,0,0,112,128,270,200,9,43,21,35
Y,20161006,0,0,0,0,112,128,330,200,3,50,28,27
Y,20161006,0,0,0,0,112,128,390,200,1,49,30,24
Y,20161006,0,0,0,0,112,128,450,200,0,53,22,40
Y,20161007,0,0,0,0,176,64,60,200,6,3,6,5
Y,20161007,0,0,0,0,176,64,110,200,4,4,6,2
Y,20161007,0,0,0,0,176,64,160,200,5,3,2,4
Y,20161007,0,0,0,0,176,64,210,200,5,4,1,10
Y,20161007,0,0,0,0,176,64,260,200,4,5,3,6
Y,20161007,0,0,0,0,176,64,310,200,3,6,5,5
Y,20161007,0,0,0,0,176,64,360,200,4,5,5,3
Y,20161007,0,0,0,0,176,64,410,200,5,3,3,7
Y,20161007,0,0,0,0,240,8,360,200,0,0,1,0
Y,20161007,0,0,0,0,240,15,10,200,31,9,10,41
Y,20161007,0,0,0,0,240,15,50,200,25,15,10,26
Y,20161007,0,0,0,0,240,15,60,200,1,0,0,1
Y,20161007,0,0,0,0,240,15,90,200,32,8,6,30
Y,20161007,0,0,0,0,240,15,110,200,1,1,0,2
Y,20161007,0,0,0,0,240,15,130,200,33,7,8,40
Y,20161007,0,0,0,0,240,15,160,200,0,2,0,0
Y,20161007,0,0,0,0,240,15,170,200,15,27,19,25
Y,20161007,0,0,0,0,240,15,210,200,0,41,25,35
Y,20161007,0,0,0,0,240,15,250,200,0,37,10,14
Y,20161007,0,0,0,0,240,15,290,200,0,37,14,23
Y,20161007,0,0,0,0,240,15,310,200,0,1,0,1
Y,20161007,0,0,0,0,240,15,352,200,0,1,0,0
Y,20161007,0,0,0,0,240,15,410,200,0,1,2,2
Y,20161010,0,0,0,0,15,240,30,200,41,2,14,42
Y,20161010,0,0,0,0,15,240,50,200,41,3,12,33
Y,20161010,0,0,0,0,15,240,60,200,1,0,0,3
Y,20161010,0,0,0,0,15,240,70,200,40,3,5,26
Y,20161010,0,0,0,0,15,240,90,200,34,7,13,30
Y,20161010,0,0,0,0,15,240,110,200,9,33,6,39
Y,20161010,0,0,0,0,15,240,130,200,5,37,10,49
Y,20161010,0,0,0,0,15,240,150,200,1,41,6,32
Y,20161010,0,0,0,0,15,240,170,200,0,42,11,42
Y,20161011,0,0,0,0,208,32,60,200,0,0,0,1
Y,20161011,0,0,0,0,208,32,70,200,43,5,13,51
Y,20161011,0,0,0,0,208,32,100,200,38,8,12,31
Y,20161011,0,0,0,0,208,32,130,200,28,19,17,50
Y,20161011,0,0,0,0,208,32,160,200,11,37,13,43
Y,20161011,0,0,0,0,208,32,190,200,11,39,12,38
Y,20161011,0,0,0,0,208,32,220,200,9,39,14,39
Y,20161011,0,0,0,0,208,32,250,200,4,46,15,34
Y,20161011,0,0,0,0,208,32,280,200,2,46,14,32
Y,20161012,0,0,0,0,12,192,30,200,38,7,9,26
Y,20161012,0,0,0,0,12,192,60,200,29,15,19,30
Y,20161012,0,0,0,0,12,192,90,200,19,23,16,46
Y,20161012,0,0,0,0,12,192,100,200,1,1,0,0
Y,20161012,0,0,0,0,12,192,120,200,0,45,18,32
Y,20161012,0,0,0,0,12,192,130,200,0,1,0,2
Y,20161012,0,0,0,0,12,192,140,200,0,2,0,0
Y,20161012,0,0,0,0,12,192,150,200,0,46,10,41
Y,20161012,0,0,0,0,12,192,180,200,0,46,20,44
Y,20161012,0,0,0,0,12,192,210,200,0,45,16,48
Y,20161012,0,0,0,0,12,192,220,200,0,1,1,3
Y,20161012,0,0,0,0,12,192,240,200,0,44,13,20
Y,20161012,0,0,0,0,12,192,260,200,0,1,0,1
Y,20161012,0,0,0,0,12,192,300,200,0,1,0,1
Y,20161012,0,0,0,0,12,192,380,200,0,2,1,1
Y,20161013,0,0,0,0,3,48,30,200,42,3,17,40
Y,20161013,0,0,0,0,3,48,70,200,43,4,15,37
Y,20161013,0,0,0,0,3,48,110,200,17,28,6,50
Y,20161013,0,0,0,0,3,48,150,200,2,48,11,35
Y,20161013,0,0,0,0,3,48,180,200,0,1,1,3
Y,20161013,0,0,0,0,3,48,190,200,0,51,4,57
Y,20161013,0,0,0,0,3,48,230,200,0,44,8,41
Y,20161013,0,0,0,0,3,48,270,200,1,47,7,47
Y,20161013,0,0,0,0,3,48,310,200,0,47,7,24
Y,20161013,0,0,0,0,112,128,0,0,0,2,0,0
Y,20161014,0,0,0,0,9,144,60,200,0,0,1,1
Y,20161014,0,0,0,0,9,144,100,200,26,14,6,41
Y,20161014,0,0,0,0,9,144,140,200,2,38,6,34
Y,20161014,0,0,0,0,9,144,180,200,0,42,5,38
Y,20161014,0,0,0,0,9,144,220,200,0,39,6,34
Y,20161014,0,0,0,0,9,144,260,200,0,36,15,26
Y,20161014,0,0,0,0,9,144,300,200,0,38,9,35
Y,20161014,0,0,0,0,9,144,340,200,0,37,4,46
Y,20161014,0,0,0,0,9,144,380,200,0,40,4,28
Y,20161017,0,0,0,0,6,96,100,200,28,12,10,39
Y,20161017,0,0,0,0,6,96,140,200,14,26,7,40
Y,20161017,0,0,0,0,6,96,180,200,2,37,8,28
Y,20161017,0,0,0,0,6,96,220,200,0,40,10,32
Y,20161017,0,0,0,0,6,96,260,200,0,40,8,36
Y,20161017,0,0,0,0,6,96,300,200,0,41,12,36
Y,20161017,0,0,0,0,6,96,340,200,1,41,7,42
Y,20161017,0,0,0,0,6,96,380,200,1,39,10,24
Y,20161018,0,0,0,0,14,224,30,200,16,5,6,22
Y,20161018,0,0,0,0,14,224,70,200,21,1,4,14
Y,20161018,0,0,0,0,14,224,100,200,7,4,2,5
Y,20161018,0,0,0,0,14,224,110,200,8,15,11,19
Y,20161018,0,0,0,0,14,224,140,200,0,10,1,10
Y,20161018,0,0,0,0,14,224,150,200,1,21,3,25
Y,20161018,0,0,0,0,14,224,180,200,0,11,2,9
Y,20161018,0,0,0,0,14,224,190,200,1,19,8,19
Y,20161018,0,0,0,0,14,224,220,200,0,12,3,11
Y,20161018,0,0,0,0,14,224,230,200,0,24,1,29
Y,20161018,0,0,0,0,14,224,260,200,0,12,4,9
Y,20161018,0,0,0,0,14,224,270,200,0,22,7,11
Y,20161018,0,0,0,0,14,224,280,200,0,1,0,0
Y,20161018,0,0,0,0,14,224,300,200,0,11,3,15
Y,20161018,0,0,0,0,14,224,310,200,0,23,2,16
Y,20161018,0,0,0,0,14,224,340,200,0,11,0,7
Y,20161018,0,0,0,0,14,224,380,200,0,11,2,9
Y,20161019,0,0,0,0,7,112,10,200,25,3,10,17
Y,20161019,0,0,0,0,7,112,50,200,25,1,9,22
Y,20161019,0,0,0,0,7,112,60,200,0,0,1,0
Y,20161019,0,0,0,0,7,112,90,200,19,6,14,14
Y,20161019,0,0,0,0,7,112,100,200,6,5,0,16
Y,20161019,0,0,0,0,7,112,130,200,11,17,15,38
Y,20161019,0,0,0,0,7,112,140,200,0,11,2,16
Y,20161019,0,0,0,0,7,112,170,200,3,24,9,23
Y,20161019,0,0,0,0,7,112,180,200,2,9,1,9
Y,20161019,0,0,0,0,7,112,210,200,2,27,5,27
Y,20161019,0,0,0,0,7,112,220,200,0,12,1,12
Y,20161019,0,0,0,0,7,112,250,200,4,25,2,22
Y,20161019,0,0,0,0,7,112,260,200,0,12,0,16
Y,20161019,0,0,0,0,7,112,290,200,1,26,7,19
Y,20161019,0,0,0,0,7,112,300,200,0,10,0,7
Y,20161019,0,0,0,0,7,112,340,200,0,11,0,2
Y,20161019,0,0,0,0,7,112,380,200,0,11,1,14
Y,20161020,0,0,0,0,15,128,30,200,14,1,4,12
Y,20161020,0,0,0,0,15,128,50,200,13,1,5,11
Y,20161020,0,0,0,0,15,128,70,200,37,0,16,41
Y,20161020,0,0,0,0,15,128,90,200,40,1,9,23
Y,20161020,0,0,0,0,15,128,110,200,23,17,7,29
Y,20161020,0,0,0,0,15,128,130,200,3,35,4,33
Y,20161020,0,0,0,0,15,128,150,200,2,38,6,40
Y,20161020,0,0,0,0,15,128,170,200,1,38,5,36
Y,20161020,0,0,0,0,15,128,190,200,0,24,6,24
Y,20161020,0,0,0,0,15,128,210,200,0,23,7,30
Y,20161021,0,0,0,0,15,64,1,1,0,0,0,1
Y,20161021,0,0,0,0,15,64,30,200,50,0,2,45
Y,20161021,0,0,0,0,15,64,60,200,46,3,3,62
Y,20161021,0,0,0,0,15,64,90,200,48,1,3,48
Y,20161021,0,0,0,0,15,64,120,200,20,31,0,51
Y,20161021,0,0,0,0,15,64,150,200,7,42,12,35
Y,20161021,0,0,0,0,15,64,179,200,0,1,0,1
Y,20161021,0,0,0,0,15,64,180,200,1,47,8,50
Y,20161021,0,0,0,0,15,64,210,200,0,51,4,54
Y,20161021,0,0,0,0,15,64,240,200,1,47,4,33
Y,20161025,0,0,0,0,8,128,50,200,3,0,1,3
Y,20161025,0,0,0,0,8,128,80,200,3,0,1,0
Y,20161025,0,0,0,0,8,128,100,200,16,4,4,17
Y,20161025,0,0,0,0,8,128,110,200,2,1,1,8
Y,20161025,0,0,0,0,8,128,140,200,0,25,11,16
Y,20161025,0,0,0,0,8,128,170,200,0,4,4,2
Y,20161025,0,0,0,0,8,128,180,200,0,20,6,27
Y,20161025,0,0,0,0,8,128,200,200,0,3,0,1
Y,20161025,0,0,0,0,8,128,220,200,1,16,10,17
Y,20161025,0,0,0,0,8,128,230,200,0,3,0,4
Y,20161025,0,0,0,0,8,128,260,200,0,25,5,12
Y,20161025,0,0,0,0,8,128,300,200,0,23,7,23
Y,20161025,0,0,0,0,8,128,340,200,0,20,8,21
Y,20161025,0,0,0,0,8,128,380,200,0,21,7,15
Y,20161025,0,0,0,0,15,128,50,200,5,1,6,4
Y,20161025,0,0,0,0,15,128,80,200,5,0,3,4
Y,20161025,0,0,0,0,15,128,110,200,4,1,2,2
Y,20161025,0,0,0,0,15,128,140,200,1,5,1,6
Y,20161025,0,0,0,0,15,128,170,200,0,6,2,7
Y,20161025,0,0,0,0,15,128,200,200,0,6,0,5
Y,20161025,0,0,0,0,15,128,230,200,0,5,4,7
Y,20161025,0,0,0,0,15,128,260,200,0,7,0,3
Y,20161026,0,0,0,0,15,128,1,1,0,0,1,0
Y,20161026,0,0,0,0,15,128,70,100,1,0,0,0
Y,20161026,0,0,0,0,15,128,70,157,1,0,0,3
Y,20161026,0,0,0,0,15,128,70,200,35,1,7,35
Y,20161026,0,0,0,0,15,128,70,214,2,0,0,0
Y,20161026,0,0,0,0,15,128,70,271,1,0,0,1
Y,20161026,0,0,0,0,15,128,70,314,34,1,9,30
Y,20161026,0,0,0,0,15,128,70,385,1,0,0,3
Y,20161026,0,0,0,0,15,128,70,428,22,14,5,35
Y,20161026,0,0,0,0,15,128,70,500,0,2,0,1
Y,20161026,0,0,0,0,15,128,70,542,12,25,2,24
Y,20161026,0,0,0,0,15,128,70,657,2,34,4,44
Y,20161026,0,0,0,0,15,128,70,771,4,33,3,22
Y,20161026,0,0,0,0,15,128,70,885,0,38,8,38
Y,20161026,0,0,0,0,15,128,70,1000,1,33,4,37
Y,20161027,0,0,0,0,15,64,70,100,6,0,2,8
Y,20161027,0,0,0,0,15,64,70,150,8,0,0,9
Y,20161027,0,0,0,0,15,64,70,200,7,1,1,8
Y,20161027,0,0,0,0,15,64,70,250,7,0,1,4
Y,20161027,0,0,0,0,15,64,70,300,6,0,2,3
Y,20161027,0,0,0,0,15,64,70,350,5,2,2,5
Y,20161027,0,0,0,0,15,64,70,400,6,2,1,3
Y,20161027,0,0,0,0,15,64,70,450,2,3,2,5
Y,20161027,0,0,0,0,15,64,70,500,2,6,1,9
Y,20161027,0,0,0,0,15,64,80,100,24,0,1,26
Y,20161027,0,0,0,0,15,64,80,150,19,2,3,25
Y,20161027,0,0,0,0,15,64,80,200,22,1,5,19
Y,20161027,0,0,0,0,15,64,80,250,23,0,4,25
Y,20161027,0,0,0,0,15,64,80,300,23,1,1,20
Y,20161027,0,0,0,0,15,64,80,350,13,9,1,15
Y,20161027,0,0,0,0,15,64,80,400,8,14,4,11
Y,20161027,0,0,0,0,15,64,80,450,1,22,5,27
Y,20161027,0,0,0,0,15,64,80,500,2,19,3,14
Y,20161027,0,0,0,0,15,64,90,100,4,0,8,2
Y,20161027,0,0,0,0,15,64,90,150,5,0,3,4
Y,20161027,0,0,0,0,15,64,90,200,3,1,4,3
Y,20161027,0,0,0,0,15,64,90,250,6,0,1,3
Y,20161027,0,0,0,0,15,64,90,300,4,2,2,1
Y,20161027,0,0,0,0,15,64,90,350,1,5,0,8
Y,20161027,0,0,0,0,15,64,90,400,1,5,1,5
Y,20161027,0,0,0,0,15,64,90,450,2,3,2,7
Y,20161027,0,0,0,0,15,64,90,500,1,4,2,2
Y,20161028,0,0,0,0,112,128,1,1,1,0,0,4
Y,20161028,0,0,0,0,112,128,30,200,4,0,0,0
Y,20161028,0,0,0,0,112,128,60,200,3,0,0,6
Y,20161028,0,0,0,0,112,128,90,100,23,3,8,39
Y,20161028,0,0,0,0,112,128,90,150,25,0,4,14
Y,20161028,0,0,0,0,112,128,90,200,25,5,3,37
Y,20161028,0,0,0,0,112,128,90,250,18,8,5,8
Y,20161028,0,0,0,0,112,128,90,300,10,14,6,18
Y,20161028,0,0,0,0,112,128,90,350,0,26,4,20
Y,20161028,0,0,0,0,112,128,90,400,1,25,2,19
Y,20161028,0,0,0,0,112,128,90,450,0,26,7,32
Y,20161028,0,0,0,0,112,128,90,500,0,26,3,21
Y,20161028,0,0,0,0,112,128,100,200,0,6,0,4
Y,20161028,0,0,0,0,112,128,120,200,0,4,0,5
Y,20161028,0,0,0,0,112,128,140,200,1,7,0,4
Y,20161028,0,0,0,0,112,128,150,200,0,4,0,2
Y,20161028,0,0,0,0,112,128,180,200,1,11,0,9
Y,20161028,0,0,0,0,112,128,210,200,0,4,0,4
Y,20161028,0,0,0,0,112,128,220,200,1,6,2,4
Y,20161028,0,0,0,0,112,128,240,200,0,3,0,1
Y,20161028,0,0,0,0,112,128,260,200,0,7,0,10
Y,20161028,0,0,0,0,112,128,300,200,0,6,1,9
Y,20161028,0,0,0,0,112,128,340,200,0,6,0,3
Y,20161028,0,0,0,0,112,128,380,200,0,8,1,12
Y,20161031,0,0,0,0,12,128,310,200,1,0,0,0
Y,20161031,0,0,0,0,15,128,70,200,7,21,11,22
Y,20161031,0,0,0,0,15,128,110,200,0,31,6,19
Y,20161031,0,0,0,0,15,128,150,200,0,29,7,28
Y,20161031,0,0,0,0,15,128,190,200,0,30,8,23
Y,20161031,0,0,0,0,15,128,230,200,0,29,7,28
Y,20161031,0,0,0,0,15,128,270,200,0,29,8,27
Y,20161031,0,0,0,0,15,128,310,200,0,27,7,23
Y,20161031,0,0,0,0,15,128,350,200,1,29,10,15
Y,20161031,0,0,0,0,60,195,70,200,5,0,0,5
Y,20161031,0,0,0,0,60,195,110,200,3,1,1,7
Y,20161031,0,0,0,0,60,195,150,200,4,0,0,4
Y,20161031,0,0,0,0,60,195,190,200,4,0,0,2
Y,20161031,0,0,0,0,60,195,230,200,3,0,1,1
Y,20161031,0,0,0,0,60,195,270,200,4,0,1,3
Y,20161031,0,0,0,0,60,195,300,200,0,0,0,1
Y,20161031,0,0,0,0,60,195,310,200,5,0,0,6
Y,20161031,0,0,0,0,60,195,350,200,3,1,0,2
Y,20161101,0,0,0,0,15,128,1,1,0,0,1,0
Y,20161101,0,0,0,0,15,128,90,100,108,1,9,107
Y,20161101,0,0,0,0,15,128,100,100,1,0,1,1
Y,20161101,0,0,0,0,15,128,125,100,70,38,15,102
Y,20161101,0,0,0,0,15,128,135,100,77,115,41,173
Y,20161101,0,0,0,0,15,128,150,100,0,10,0,8
Y,20161103,0,0,0,0,15,240,1,1,0,0,1,1
Y,20161103,0,0,0,0,15,240,100,200,11,8,1,23
Y,20161103,0,0,0,0,15,240,120,50,6,4,6,8
Y,20161103,0,0,0,0,15,240,120,100,20,2,6,19
Y,20161103,0,0,0,0,15,240,120,150,1,18,4,8
Y,20161103,0,0,0,0,15,240,120,200,1,15,3,17
Y,20161103,0,0,0,0,15,240,120,250,1,20,2,18
Y,20161103,0,0,0,0,15,240,120,300,0,15,7,11
Y,20161103,0,0,0,0,15,240,120,350,0,20,5,20
Y,20161103,0,0,0,0,15,240,120,400,0,17,5,13
Y,20161103,0,0,0,0,15,240,120,450,0,19,4,18
Y,20161103,0,0,0,0,15,240,120,500,0,9,0,8
Y,20161103,0,0,0,0,15,240,140,200,0,20,0,19
Y,20161103,0,0,0,0,15,240,180,200,0,20,0,19
Y,20161103,0,0,0,0,15,240,220,200,0,20,0,17
Y,20161103,0,0,0,0,15,240,260,200,0,19,1,21
Y,20161103,0,0,0,0,15,240,300,200,0,19,3,12
Y,20161103,0,0,0,0,15,240,340,200,0,19,0,22
Y,20161103,0,0,0,0,15,240,380,200,0,20,1,18
Y,20161104,0,0,0,0,0,240,180,200,0,0,2,3
Y,20161104,0,0,0,0,0,240,260,200,0,1,0,0
Y,20161104,0,0,0,0,15,240,60,200,1,0,0,1
Y,20161104,0,0,0,0,15,240,100,200,1,0,0,0
Y,20161104,0,0,0,0,15,240,135,100,28,6,4,27
Y,20161104,0,0,0,0,15,240,135,150,2,31,5,20
Y,20161104,0,0,0,0,15,240,135,200,1,32,4,31
Y,20161104,0,0,0,0,15,240,135,250,2,31,6,29
Y,20161104,0,0,0,0,15,240,135,300,0,31,3,28
Y,20161104,0,0,0,0,15,240,135,350,0,34,4,27
Y,20161104,0,0,0,0,15,240,135,400,0,32,7,27
Y,20161104,0,0,0,0,15,240,135,450,0,33,5,46
Y,20161104,0,0,0,0,15,240,135,500,1,32,2,35
Y,20161104,0,0,0,0,15,240,180,200,0,2,1,2
Y,20161104,0,0,0,0,15,240,260,200,0,2,1,0
Y,20161104,0,0,0,0,15,240,300,200,0,2,0,5
Y,20161104,0,0,0,0,15,240,340,200,0,3,0,1
Y,20161108,0,0,0,0,15,64,115,100,3,4,4,4
Y,20161108,0,0,0,0,15,64,115,150,3,2,3,3
Y,20161108,0,0,0,0,15,64,115,200,4,0,2,3
Y,20161108,0,0,0,0,15,64,115,250,3,2,7,4
Y,20161108,0,0,0,0,15,64,115,300,2,5,0,5
Y,20161108,0,0,0,0,15,64,115,350,0,4,3,1
Y,20161108,0,0,0,0,15,64,115,400,0,6,6,3
Y,20161108,0,0,0,0,15,64,115,450,0,6,2,1
Y,20161108,0,0,0,0,15,64,115,500,0,4,5,2
Y,20161108,0,0,0,0,15,64,125,100,13,11,7,22
Y,20161108,0,0,0,0,15,64,125,150,6,19,5,25
Y,20161108,0,0,0,0,15,64,125,200,3,21,5,23
Y,20161108,0,0,0,0,15,64,125,250,0,24,3,25
Y,20161108,0,0,0,0,15,64,125,300,0,23,5,24
Y,20161108,0,0,0,0,15,64,125,350,0,25,1,26
Y,20161108,0,0,0,0,15,64,125,400,0,24,1,20
